company;date;price
PETRO RABIGH;11/15/2023;9.8
PETRO RABIGH;11/16/2023;9.9
PETRO RABIGH;11/19/2023;9.97
PETRO RABIGH;11/20/2023;10.16
PETRO RABIGH;11/21/2023;10.22
PETRO RABIGH;11/22/2023;10.3
PETRO RABIGH;11/23/2023;10.3
PETRO RABIGH;11/26/2023;10.5
PETRO RABIGH;11/27/2023;10.62
PETRO RABIGH;11/28/2023;10.72
PETRO RABIGH;11/29/2023;10.7
PETRO RABIGH;11/30/2023;10.9
PETRO RABIGH;12/03/2023;10.88
PETRO RABIGH;12/04/2023;10.92
PETRO RABIGH;12/05/2023;11
PETRO RABIGH;12/06/2023;11
PETRO RABIGH;12/07/2023;11.06
PETRO RABIGH;12/10/2023;11
PETRO RABIGH;12/11/2023;10.66
PETRO RABIGH;12/12/2023;10.74
PETRO RABIGH;12/13/2023;10.8
PETRO RABIGH;12/14/2023;10.9
PETRO RABIGH;12/17/2023;10.76
PETRO RABIGH;12/18/2023;10.7
PETRO RABIGH;12/19/2023;10.58
PETRO RABIGH;12/20/2023;10.64
PETRO RABIGH;12/21/2023;10.62
PETRO RABIGH;12/24/2023;10.5
PETRO RABIGH;12/25/2023;10.48
PETRO RABIGH;12/26/2023;10.52
PETRO RABIGH;12/27/2023;10.32
PETRO RABIGH;12/28/2023;10.42
PETRO RABIGH;12/31/2023;10.34
PETRO RABIGH;01/01/2024;10.38
PETRO RABIGH;01/02/2024;10.5
PETRO RABIGH;01/03/2024;10.34
PETRO RABIGH;01/04/2024;10.34
PETRO RABIGH;01/07/2024;10.32
PETRO RABIGH;01/08/2024;10.32
PETRO RABIGH;01/09/2024;10.24
PETRO RABIGH;01/10/2024;10.06
PETRO RABIGH;01/11/2024;10.02
PETRO RABIGH;1/14/2024;10.14
PETRO RABIGH;1/15/2024;10.04
PETRO RABIGH;1/16/2024;10
PETRO RABIGH;1/17/2024;9.57
PETRO RABIGH;1/18/2024;9.45
PETRO RABIGH;1/21/2024;9.32
PETRO RABIGH;1/22/2024;9.32
PETRO RABIGH;1/23/2024;9.21
PETRO RABIGH;1/24/2024;9.22
PETRO RABIGH;1/25/2024;9.11
PETRO RABIGH;1/28/2024;9.11
PETRO RABIGH;1/29/2024;9.38
PETRO RABIGH;1/30/2024;9.07
PETRO RABIGH;1/31/2024;9.14
PETRO RABIGH;02/01/2024;9.09
PETRO RABIGH;02/04/2024;9.11
PETRO RABIGH;02/05/2024;9.07
PETRO RABIGH;02/06/2024;9.08
PETRO RABIGH;02/07/2024;9.02
PETRO RABIGH;02/08/2024;9.02
PETRO RABIGH;02/11/2024;8.82
PETRO RABIGH;02/12/2024;8.96
PETRO RABIGH;2/13/2024;8.88
PETRO RABIGH;2/14/2024;8.84
PETRO RABIGH;2/15/2024;8.93
PETRO RABIGH;2/18/2024;9.05
PETRO RABIGH;2/19/2024;8.95
PETRO RABIGH;2/20/2024;8.84
PETRO RABIGH;2/21/2024;8.81
PETRO RABIGH;2/25/2024;8.85
PETRO RABIGH;2/26/2024;8.62
PETRO RABIGH;2/27/2024;8.7
PETRO RABIGH;2/28/2024;8.99
PETRO RABIGH;2/29/2024;8.27
PETRO RABIGH;03/03/2024;8.19
PETRO RABIGH;03/04/2024;7.9
PETRO RABIGH;03/05/2024;7.9
PETRO RABIGH;03/06/2024;8.01
PETRO RABIGH;03/07/2024;7.92
PETRO RABIGH;03/10/2024;8
PETRO RABIGH;03/11/2024;7.9
PETRO RABIGH;03/12/2024;8
PETRO RABIGH;3/13/2024;7.96
PETRO RABIGH;3/14/2024;7.97
PETRO RABIGH;3/17/2024;7.98
PETRO RABIGH;3/18/2024;7.99
PETRO RABIGH;3/19/2024;7.96
PETRO RABIGH;3/20/2024;7.98
PETRO RABIGH;3/21/2024;7.92
PETRO RABIGH;3/24/2024;7.94
PETRO RABIGH;3/25/2024;7.67
PETRO RABIGH;3/26/2024;7.5
PETRO RABIGH;3/27/2024;7.55
PETRO RABIGH;3/28/2024;7.4
PETRO RABIGH;3/31/2024;7.53
PETRO RABIGH;04/01/2024;7.42
PETRO RABIGH;04/02/2024;7.53
PETRO RABIGH;04/03/2024;7.83
PETRO RABIGH;04/04/2024;7.69
PETRO RABIGH;4/15/2024;7.74
PETRO RABIGH;4/16/2024;7.56
PETRO RABIGH;4/17/2024;7.53
PETRO RABIGH;4/18/2024;7.69
PETRO RABIGH;4/21/2024;7.61
PETRO RABIGH;4/22/2024;7.44
PETRO RABIGH;4/23/2024;7.44
PETRO RABIGH;4/24/2024;7.36
PETRO RABIGH;4/25/2024;7.35
PETRO RABIGH;4/28/2024;7.35
PETRO RABIGH;4/29/2024;7.52
PETRO RABIGH;4/30/2024;7.54
PETRO RABIGH;05/01/2024;7.56
PETRO RABIGH;05/02/2024;7.52
PETRO RABIGH;05/05/2024;7.52
PETRO RABIGH;05/06/2024;7.48
PETRO RABIGH;05/07/2024;7.4
PETRO RABIGH;05/08/2024;7.36
PETRO RABIGH;05/09/2024;7.36
PETRO RABIGH;05/12/2024;7.37
PETRO RABIGH;5/13/2024;7.35
PETRO RABIGH;5/14/2024;7.04
PETRO RABIGH;5/15/2024;7.01
PETRO RABIGH;5/16/2024;7.09
PETRO RABIGH;5/19/2024;7.09
PETRO RABIGH;5/20/2024;7
PETRO RABIGH;5/21/2024;6.98
PETRO RABIGH;5/22/2024;6.93
PETRO RABIGH;5/23/2024;6.97
PETRO RABIGH;5/26/2024;6.92
PETRO RABIGH;5/27/2024;6.93
PETRO RABIGH;5/28/2024;6.88
PETRO RABIGH;5/29/2024;6.9
PETRO RABIGH;5/30/2024;6.9
PETRO RABIGH;06/02/2024;6.9
PETRO RABIGH;06/03/2024;6.88
PETRO RABIGH;06/04/2024;6.82
PETRO RABIGH;06/05/2024;6.82
PETRO RABIGH;06/06/2024;6.78
PETRO RABIGH;06/09/2024;6.85
PETRO RABIGH;06/10/2024;6.92
PETRO RABIGH;06/11/2024;6.89
PETRO RABIGH;06/12/2024;6.81
PETRO RABIGH;6/13/2024;6.78
PETRO RABIGH;6/23/2024;6.72
PETRO RABIGH;6/24/2024;6.6
PETRO RABIGH;6/25/2024;6.62
PETRO RABIGH;6/26/2024;6.68
PETRO RABIGH;6/27/2024;6.73
PETRO RABIGH;6/30/2024;6.73
PETRO RABIGH;07/01/2024;6.73
PETRO RABIGH;07/02/2024;6.7
PETRO RABIGH;07/03/2024;6.65
PETRO RABIGH;07/04/2024;6.63
PETRO RABIGH;07/07/2024;6.66
PETRO RABIGH;07/08/2024;6.63
PETRO RABIGH;07/09/2024;6.59
PETRO RABIGH;07/10/2024;6.59
PETRO RABIGH;07/11/2024;6.58
PETRO RABIGH;7/14/2024;6.75
PETRO RABIGH;7/15/2024;6.7
PETRO RABIGH;7/16/2024;6.71
PETRO RABIGH;7/17/2024;6.76
PETRO RABIGH;7/18/2024;6.78
PETRO RABIGH;7/21/2024;7.31
PETRO RABIGH;7/22/2024;7.13
PETRO RABIGH;7/23/2024;7.03
PETRO RABIGH;7/24/2024;7.27
PETRO RABIGH;7/25/2024;7.11
PETRO RABIGH;7/28/2024;7.3
PETRO RABIGH;7/29/2024;7.15
PETRO RABIGH;7/30/2024;7.2
PETRO RABIGH;7/31/2024;7.06
PETRO RABIGH;08/01/2024;7.41
PETRO RABIGH;08/04/2024;7.13
PETRO RABIGH;08/05/2024;6.97
PETRO RABIGH;08/06/2024;7.4
PETRO RABIGH;08/07/2024;8.14
PETRO RABIGH;08/08/2024;8.33
PETRO RABIGH;08/11/2024;8.1
PETRO RABIGH;08/12/2024;8.1
PETRO RABIGH;8/13/2024;8
PETRO RABIGH;8/14/2024;7.88
PETRO RABIGH;8/15/2024;7.9
PETRO RABIGH;8/18/2024;8.01
PETRO RABIGH;8/19/2024;8.04
PETRO RABIGH;8/20/2024;8.06
PETRO RABIGH;8/21/2024;8.01
PETRO RABIGH;8/22/2024;7.99
PETRO RABIGH;8/25/2024;8.02
PETRO RABIGH;8/26/2024;7.97
PETRO RABIGH;8/27/2024;7.92
PETRO RABIGH;8/28/2024;7.9
PETRO RABIGH;8/29/2024;8.2
PETRO RABIGH;09/01/2024;8.2
PETRO RABIGH;09/02/2024;8.18
PETRO RABIGH;09/03/2024;8.24
PETRO RABIGH;09/04/2024;8.12
PETRO RABIGH;09/05/2024;8.07
PETRO RABIGH;09/08/2024;8.06
PETRO RABIGH;09/09/2024;8.11
PETRO RABIGH;09/10/2024;8.11
PETRO RABIGH;09/11/2024;8.11
PETRO RABIGH;09/12/2024;8.17
PETRO RABIGH;9/15/2024;8.1
PETRO RABIGH;9/16/2024;8.12
PETRO RABIGH;9/17/2024;8.09
PETRO RABIGH;9/18/2024;8.14
PETRO RABIGH;9/19/2024;8.12
PETRO RABIGH;9/22/2024;8.03
PETRO RABIGH;9/24/2024;8.17
PETRO RABIGH;9/25/2024;8.17
PETRO RABIGH;9/26/2024;8.13
PETRO RABIGH;9/29/2024;8.14
PETRO RABIGH;9/30/2024;8.21
PETRO RABIGH;10/01/2024;8.07
PETRO RABIGH;10/02/2024;8.07
PETRO RABIGH;10/03/2024;7.99
PETRO RABIGH;10/06/2024;7.78
PETRO RABIGH;10/07/2024;7.86
PETRO RABIGH;10/08/2024;7.88
PETRO RABIGH;10/09/2024;7.85
PETRO RABIGH;10/10/2024;8.16
PETRO RABIGH;10/13/2024;8.46
PETRO RABIGH;10/14/2024;8.34
PETRO RABIGH;10/15/2024;8.69
PETRO RABIGH;10/16/2024;8.55
PETRO RABIGH;10/17/2024;8.55
PETRO RABIGH;10/20/2024;8.36
